Company,UDIDs
Timer Cap Co.,0x015F
"Unikey Technologies, Inc.",0x015E
"Estimote, Inc.",0x015D
Pitius Tec S.L.,0x015C
Biomedical Research Ltd.,0x015B
micas AG,0x015A
"ChefSteps, Inc.",0x0159
Inmite s.r.o.,0x0158
"Anhui Huami Information Technology Co., Ltd.",0x0157
Accumulate AB,0x0156
NETATMO,0x0155
Pebble Technology,0x0154
ROL Ergo,0x0153
Vernier Software & Technology,0x0152
OnBeep,0x0151
Pioneer Corporation,0x0150
B&W Group Ltd.,0x014F
"Tangerine, Inc.",0x014E
"HUIZHOU DESAY SV AUTOMOTIVE CO., LTD.",0x014D
Mesh-Net Ltd,0x014C
Master Lock,0x014B
"Tivoli Audio, LLC",0x014A
Perytons Ltd.,0x0149
Ambimat Electronics,0x0148
"Mighty Cast, Inc.",0x0147
Ciright,0x0146
Novatel Wireless,0x0145
Lintech GmbH,0x0144
Bkon Connect,0x0143
Grape Systems Inc.,0x0142
FedEx Services,0x0141
"Alpine Electronics (China) Co., Ltd",0x0140
"Nod, Inc.",0x013E
WirelessWERX,0x013D
"Murata Manufacturing Co., Ltd.",0x013C
Allegion,0x013B
Tencent Holdings Ltd.,0x013A
Focus Systems Corporation,0x0139
NTEO Inc.,0x0138
Prestigio Plaza Ltd.,0x0137
"Silvair, Inc.",0x0136
Aireware LLC,0x0135
"Resolution Products, Ltd.",0x0134
Blue Maestro Limited,0x0133
MADS Inc,0x0132
Cypress Semiconductor,0x0131
Warehouse Innovations,0x0130
Clarion Co. Inc.,0x012F
ASSA ABLOY,0x012E
Sony Corporation,0x012D
TEMEC Instruments B.V.,0x012C
SportIQ,0x012B
"Changzhou Yongse Infotech  Co., Ltd.",0x012A
Nimble Devices Oy,0x0129
GPSI Group Pty Ltd,0x0128
Salutica Allied Solutions,0x0127
Promethean Ltd.,0x0126
SEAT es,0x0125
HID Global,0x0124
"Kinsa, Inc",0x0123
"AirTurn, Inc.",0x0122
Sino Wealth Electronic Ltd.,0x0121
Porsche AG,0x0120
Volkswagen AG,0x011F
Skoda Auto a.s.,0x011E
Arendi AG,0x011D
Baidu,0x011C
Hewlett Packard Enterprise,0x011B
"Qualcomm Labs, Inc.",0x011A
"Radius Networks, Inc.",0x0118
Wimoto Technologies Inc,0x0117
10AK Technologies,0x0116
e.solutions,0x0115
"Openbrain Technologies, Co., Ltd.",0x0113
Visybl Inc.,0x0112
Steelseries ApS,0x0111
"Nippon Seiki Co., Ltd.",0x0110
"HiSilicon Technologies CO., LIMITED",0x010F
Audi AG,0x010E
DENSO TEN Limited,0x010D
"Transducers Direct, LLC",0x010C
"ERi, Inc",0x010B
Codegate Ltd,0x010A
Atus BV,0x0109
"Chicony Electronics Co., Ltd.",0x0108
Demant A/S,0x0107
Innovative Yachtter Solutions,0x0106
Ubiquitous Computing Technology Corporation,0x0105
PLUS Location Systems Pty Ltd,0x0104
Bang & Olufsen A/S,0x0103
Keiser Corporation,0x0102
"Fugoo, Inc.",0x0101
TomTom International BV,0x0100
"Typo Products, LLC",0x00FF
Stanley Black and Decker,0x00FE
ValenceTech Limited,0x00FD
Delphi Corporation,0x00FC
KOUKAAM a.s.,0x00FB
Crystal Alarm AB,0x00FA
"AceUni Corp., Ltd.",0x00F8
"VSN Technologies, Inc.",0x00F7
Smartifier Oy,0x00F5
Nautilus Inc.,0x00F4
Kent Displays Inc.,0x00F3
Morse Project Inc.,0x00F2
Witron Technology Limited,0x00F1
"PayPal, Inc.",0x00F0
Bitsplitters GmbH,0x00EF
"Above Average Outcomes, Inc.",0x00EE
"Jolly Logic, LLC",0x00ED
BioResearch Associates,0x00EC
Server Technology Inc.,0x00EB
Nielsen-Kellerman,0x00EA
Vtrack Systems,0x00E9
ACTS Technologies,0x00E8
KS Technologies,0x00E7
Eden Software Consultants Ltd.,0x00E5
"L.S. Research, Inc.",0x00E4
"inMusic Brands, Inc",0x00E3
Semilink Inc,0x00E2
Danlers Ltd,0x00E1
Google,0x00E0
Misfit Wearables Corp,0x00DF
Muzik LLC,0x00DE
Hosiden Corporation,0x00DD
Procter & Gamble,0x00DC
Snuza (Pty) Ltd,0x00DB
txtr GmbH,0x00DA
Voyetra Turtle Beach,0x00D9
"Qualcomm Connected Experiences, Inc.",0x00D8
"Qualcomm Technologies, Inc.",0x00D7
"Timex Group USA, Inc.",0x00D6
Austco Communication Systems,0x00D5
"Taixingbang Technology (HK) Co,. LTD.",0x00D3
Renesas Design Netherlands B.V.,0x00D2
Polar Electro Europe B.V.,0x00D1
"Dexcom, Inc.",0x00D0
ARCHOS SA,0x00CF
Eve Systems GmbH,0x00CE
Microchip Technology Inc.,0x00CD
Beats Electronics,0x00CC
Binauric SE,0x00CB
MC10,0x00CA
Evluma,0x00C9
GeLo Inc,0x00C8
Quuppa Oy.,0x00C7
Selfly BV,0x00C6
Onset Computer Corporation,0x00C5
LG Electronics,0x00C4
adidas AG,0x00C3
Geneq Inc.,0x00C2
"Shenzhen Excelsecu Data Technology Co.,Ltd",0x00C1
AMICCOM Electronics Corporation,0x00C0
Stalmart Technology Limited,0x00BF
AAMP of America,0x00BE
Aplix Corporation,0x00BD
Ace Sensor Inc,0x00BC
S-Power Electronics Limited,0x00BB
Starkey Hearing Technologies,0x00BA
"Johnson Controls, Inc.",0x00B9
"Qualcomm Innovation Center, Inc. (QuIC)",0x00B8
TreLab Ltd,0x00B7
Meso international,0x00B6
Swirl Networks,0x00B5
"BDE Technology Co., Ltd.",0x00B4
Clarinox Technologies Pty. Ltd.,0x00B3
Bekey A/S,0x00B2
"Saris Cycling Group, Inc",0x00B1
Passif Semiconductor Corp,0x00B0
Cinetix,0x00AF
Omegawave Oy,0x00AE
Peter Systemtechnik GmbH,0x00AD
Green Throttle Games,0x00AC
Ingenieur-Systemgruppe Zahn GmbH,0x00AB
CAEN RFID srl,0x00AA
MARELLI EUROPE S.P.A.,0x00A9
ARP Devices Limited,0x00A8
Visteon Corporation,0x00A7
Panda Ocean Inc.,0x00A6
OTL Dynamics LLC,0x00A5
LINAK A/S,0x00A4
Meta Watch Ltd.,0x00A3
Vertu Corporation Limited,0x00A2
SR-Medizinelektronik,0x00A1
Kensington Computer Products Group,0x00A0
Suunto Oy,0x009F
Bose Corporation,0x009E
Geoforce Inc.,0x009D
"Colorfy, Inc.",0x009C
"Jiangsu Toppower Automotive Electronics Co., Ltd.",0x009B
Alpwise,0x009A
i.Tech Dynamic Global Distribution Ltd.,0x0099
zero1.tv GmbH,0x0098
ConnecteDevice Ltd.,0x0097
"ODM Technology, Inc.",0x0096
"NEC Lighting, Ltd.",0x0095
Airoha Technology Corp.,0x0094
"Universal Electronics, Inc.",0x0093
"ThinkOptics, Inc.",0x0092
Advanced PANMOBIL systems GmbH & Co. KG,0x0091
"Funai Electric Co., Ltd.",0x0090
Telit Wireless Solutions GmbH,0x008F
Quintic Corp,0x008E
Zscan Software,0x008D
Gimbal Inc.,0x008C
"Topcon Positioning Systems, LLC",0x008B
Jawbone,0x008A
GN Hearing A/S,0x0089
"Garmin International, Inc.",0x0087
Equinux AG,0x0086
"BlueRadios, Inc.",0x0085
Ludus Helsinki Ltd.,0x0084
"TimeKeeping Systems, Inc.",0x0083
DSEA A/S,0x0082
WuXi Vimicro,0x0081
"DeLorme Publishing Company, Inc.",0x0080
Autonet Mobile,0x007F
"Seers Technology Co., Ltd.",0x007D
Hanlynn Technologies,0x007B
"MStar Semiconductor, Inc.",0x007A
lesswire AG,0x0079
"Nike, Inc.",0x0078
Laird Connectivity LLC,0x0077
Creative Technology Ltd.,0x0076
Samsung Electronics Co. Ltd.,0x0075
"Zomm, LLC",0x0074
Group Sense Ltd.,0x0073
ShangHai Super Smart Electronics Co. Ltd.,0x0072
connectBlue AB,0x0071
"Monster, LLC",0x0070
Sound ID,0x006F
"Summit Data Communications, Inc.",0x006E
"Beautiful Enterprise Co., Ltd.",0x006C
Polar Electro OY,0x006B
LTIMINDTREE LIMITED,0x006A
"A&D Engineering, Inc.",0x0069
General Motors,0x0068
GN Hearing,0x0067
"HP, Inc.",0x0065
"Band XI International, LLC",0x0064
MiCommand Inc.,0x0063
Gibson Guitars,0x0062
RDA Microelectronics,0x0061
RivieraWaves S.A.S,0x0060
"Wicentric, Inc.",0x005F
"Stonestreet One, LLC",0x005E
Realtek Semiconductor Corporation,0x005D
"Belkin International, Inc.",0x005C
Ralink Technology Corporation,0x005B
EM Microelectronic-Marin SA,0x005A
Nordic Semiconductor ASA,0x0059
"Vizio, Inc.",0x0058
"Harman International Industries, Inc.",0x0057
Sony Ericsson Mobile Communications,0x0056
"Plantronics, Inc.",0x0055
3DiJoy Corporation,0x0054
Free2move AB,0x0053
J&M Corporation,0x0052
"Tzero Technologies, Inc.",0x0051
"SiRF Technology, Inc.",0x0050
APT Ltd.,0x004F
Avago Technologies,0x004E
"Staccato Communications, Inc.",0x004D
"Apple, Inc.",0x004C
"AUMOVIO Systems, Inc.",0x004B
Accel Semiconductor Ltd.,0x004A
3DSP Corporation,0x0049
Marvell Technology Group Ltd.,0x0048
Bluegiga,0x0047
"MediaTek, Inc.",0x0046
"Atheros Communications, Inc.",0x0045
Socket Mobile,0x0044
PARROT AUTOMOTIVE SAS,0x0043
CONWISE Technology Corporation Ltd,0x0042
"Integrated Silicon Solution Taiwan, Inc.",0x0041
Seiko Epson Corporation,0x0040
"Bluetooth SIG, Inc",0x003F
"Systems and Chips, Inc",0x003E
"IPextreme, Inc.",0x003D
BlackBerry Limited,0x003C
Gennum Corporation,0x003B
Panasonic Holdings Corporation,0x003A
Integrated System Solution Corp.,0x0039
Syntronix Corporation,0x0038
Mobilian Corporation,0x0037
Renesas Electronics Corporation,0x0036
Computer Access Technology Corporation (CATC),0x0034
Commil Ltd,0x0033
Red-M (Communications) Ltd,0x0032
"Synopsys, Inc.",0x0031
ST Microelectronics,0x0030
MewTel Technology Inc.,0x002F
Norwood Systems,0x002E
GCT Semiconductor,0x002D
Macronix International Co. Ltd.,0x002C
Tenovis,0x002B
"Symbol Technologies, Inc.",0x002A
Hitachi Ltd,0x0029
R F Micro Devices,0x0028
Open Interface,0x0027
C Technologies,0x0026
NXP B.V.,0x0025
Alcatel,0x0024
"WavePlus Technology Co., Ltd.",0x0023
NEC Corporation,0x0022
Mansella Ltd,0x0021
"BandSpeed, Inc.",0x0020
AVM Berlin,0x001F
Inventel,0x001E
Qualcomm,0x001D
Conexant Systems Inc.,0x001C
"Signia Technologies, Inc.",0x001B
TTPCom Limited,0x001A
Rohde & Schwarz GmbH & Co. KG,0x0019
"Transilica, Inc.",0x0018
Newlogic,0x0017
KC Technology Inc.,0x0016
RTX A/S,0x0015
Mitsubishi Electric Corporation,0x0014
Atmel Corporation,0x0013
"Zeevo, Inc.",0x0012
"Widcomm, Inc.",0x0011
Mitel Semiconductor,0x0010
Broadcom Corporation,0x000F
Parthus Technologies Inc.,0x000E
Texas Instruments Inc.,0x000D
Digianswer A/S,0x000C
Silicon Wave,0x000B
"Qualcomm Technologies International, Ltd. (QTIL)",0x000A
Infineon Technologies AG,0x0009
Motorola,0x0008
Lucent,0x0007
Microsoft,0x0006
3Com,0x0005
Toshiba Corp.,0x0004
IBM Corp.,0x0003
Intel Corp.,0x0002
Nokia Mobile Phones,0x0001
Ericsson AB,0x0000
